id,clio_id_display,author_display,author_vern_display,author_facet,format,isbn_display,language_facet,database_restrictions_display,material_type_display,lc_callnum_display,full_publisher_display,location_call_number_id_display,published_display,published_vern_display,title_display,title_vern_display,subject_topic_facet,subject_geo_facet,subject_era_facet,subtitle_display,subtitle_vern_display,url_fulltext_display,url_munged_display,url_suppl_display
11296465,11296465,"Regalado\, Samuel O. (Samuel Octavio)\, 1953-",,,Books,"978,025,203,735,102,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",English,,"xii\, 187 p.",,"Urbana : University of Illinois Press\, c2013.","SML\, Stacks\, LC Classification >>  GV865.A1 R378X 2013 (LC)|DELIM|11452499",,,Nikkei baseball,,"Japanese American baseball players,Discrimination in sports,Baseball,History",United States,,Japanese American players from immigration and internment to the major leagues,,,,
7824806,7824806,"Amenta\, Edwin\, 1957-",,,Books,"97,802,260,166,650,200,000,000",English,,231 p.,,"Chicago : University of Chicago Press\, 2007.",LSF - Request for delivery to any Yale Library >>  GV881 .A47X 2007 (LC)|DELIM|8280168,,,Professor baseball,,"Amenta\, Edwin\, 1957-,Softball,College teachers,Middle-aged men,Recreation","New York (State),New York,Central Park (New York\, N.Y.)",,searching for redemption and the perfect lineup on the softball diamonds of Central Park,,,"Table of contents only~|Z|~http://www.loc.gov/catdir/toc/ecip0620/2006030305.html,Contributor biographical information~|Z|~http://www.loc.gov/catdir/enhancements/fy0707/2006030305-b.html,Publisher description~|Z|~http://www.loc.gov/catdir/enhancements/fy0707/2006030305-d.html",
7840494,7840494,,,,Video,,English,,2 videodiscs (253 min),,"New York\, N.Y. : Kino International\, c2007.","FILM STUDY CENTER\, DVD >>  videodvd 2007|DELIM|8295872",,,Reel baseball,,"Baseball,Felix the Cat (Fictitious character)",,,,,,,
11837097,11837097,"Regalado\, Samuel O. (Samuel Octavio)\, 1953-",,,"Books,Online",,English,Access restricted by licensing agreement.,"xii\, 187 p.",,"Urbana : University of Illinois Press\, c2013.",Yale Internet Resource >> Online Resource|DELIM|12049806,,,Nikkei baseball,,"Japanese American baseball players,Discrimination in sports,Baseball,History",United States,,Japanese American players from immigration and internment to the major leagues,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10655810,
11754728,11754728,"Regalado\, Samuel O. (Samuel Octavio)\, 1953-",,,"Books,Online",9.78025E+12,English,Access restricted by licensing agreement.,1 online resource (216 p.),,"Urbana : University of Illinois Press\, c2013. (Baltimore\, Md. : Project MUSE\, 2013)",Yale Internet Resource >> Online Resource|DELIM|11874170,,,Nikkei baseball,,"Baseball,Discrimination in sports,Japanese American baseball players,History",United States,,Japanese American players from immigration and internment to the major leagues,,,Online book~|Z|~http://muse.jhu.edu/books/9780252094538,
12823272,12823272,,,,Images,,English,,14 cards,,"[Philadelphia?] : [Fleer Corporation]\, [1961]",BEINECKE (Non-Circulating) >>  PLAYING CARDS GEN 113|DELIM|12923936,,,Fleer baseball greats baseball cards,,"Baseball players,Baseball cards,Trading cards",United States,,,,,,
9837075,9837075,,,,"Books,Online",,English,Access restricted by licensing agreement.,"ix\, 222 p.",,"College Station : Texas A&M University Press\, c2008.",Yale Internet Resource >> Online Resource|DELIM|10138949,,,Baseball in America and America in baseball,,"Baseball,History",United States,,,,,http://site.ebrary.com/lib/yale/Doc?id=10432087~|Z|~Online book,
8193594,8193594,,,,Books,"97,816,034,402,331,600,000,000",English,,"ix\, 222 p.",,"College Station : Texas A&M University Press\, c2008.","SML\, Stacks\, LC Classification >>  GV863.A1 B387X 2008 (LC)|DELIM|8594358",,,Baseball in America and America in baseball,,"Baseball,History",United States,,,,,,
10623279,10623279,,,,"Books,Online","16,034,443,519,781,600,000,000",English,Access restricted by licensing agreement.,"1 online resource (ix\, 222 p. :)",,"College Station : Texas A&M University Press\, c2008. (Baltimore\, Md. : Project MUSE\, 2012)",Yale Internet Resource >> Online Resource|DELIM|10817102,,,Baseball in America and America in baseball,,"Baseball,History",United States,,,,,Online book~|Z|~http://muse.jhu.edu/books/9781603444354,
5356305,5356305,"Dillon\, Frank",,,Books,,English,,44 p.,,"[Los Angeles\, Calif.\, Everett L. Sanders\, c1930]",LSF - Request for delivery to any Yale Library >>  NLj20 930n|DELIM|5825171,,,How to play baseball and inside baseball,,Baseball,,,,,,,
12248869,12248869,,,,Books,"97,819,323,914,801,900,000,000",English,,527 p.,,"Durham\, N.C. : Baseball America Inc.\, [2013]","SML\, Stacks\, LC Classification >>  GV863.A1 B37 2013 (LC)|DELIM|12420058",,,Baseball America 2014 almanac,,Baseball,,,,,,,
11296666,11296666,,,,Books,"97,819,323,914,351,900,000,000",English,,527 p.,,"Durham\, NC : Baseball America ; [New York] : Distributed by Simon & Schuster\, c2012.","SML\, Stacks\, LC Classification >>  GV863.A1 B3756 2012 (LC)|DELIM|11452699",,,Baseball America 2013 almanac,,"Baseball,Baseball players",United States,,,,,,
5435624,5435624,Federal Writers' Project (Ill.),,,Books,,English,,"4 p. l.\, 64 p.",,"Chicago\, A.C. McClurg & co.\, 1939.",LSF - Request for delivery to any Yale Library >>  NLj16 939f|DELIM|5913786,,,Baseball in old Chicago,,Baseball,,,,,,,
3693795,3693795,,,,Journals & Newspapers,,English,,v.,,"[Washington] : Society for American Baseball Research\, 1972-","SML\, Stacks\, LC Classification >>  GV862 B435 (LC) Oversize|DELIM|4042210",,,Baseball research journal,,"Baseball,History,Statistics",,,,,,,
12670236,12670236,,,,Journals & Newspapers,,English,,volumes,,"Riverside\, N.J. : Burlington County Baseball League.",LSF- BEINECKE >>  2016 Folio S9|DELIM|12778742,,,The baseball news,,"Baseball,Baseball players,History","New Jersey,Burlington County",,,,,,
8704054,8704054,,,,Journals & Newspapers,,English,,v.,,"Durham\, N.C. : Baseball America.","SML\, Stacks\, LC Classification >>  GV875.A1 B37 (LC)|DELIM|9122869",,,Baseball America directory,,"Baseball,Baseball teams",United States,,,,,,
12008029,12008029,,,,"Journals & Newspapers,Online",,English,Access restricted by licensing agreement.,,,"[Washington] : Society for American Baseball Research\, 1972-",Yale Internet Resource >> Online Resource|DELIM|12193145,,,Baseball research journal,,"Baseball,History",,,,,,http://WA4PY6YJ8T.search.serialssolutions.com/?V=1.0&L=WA4PY6YJ8T&S=JCs&C=BASERESJOU&T=marc&tab=JOURNALS~|Z|~Full text,
3893485,3893485,"Tomlinson\, Gerald\, 1933-2006",,,Books,910137293,English,,"x\, 120 p.",,"[Cooperstown\, NY] : Society for American Baseball Research\, 1987.","SML\, Stacks\, LC Classification >>  On Order|DELIM|4253961",,,The baseball research handbook,,"Baseball,Baseball players,Research",,,,,,,
3187515,3187515,"Ruck\, Rob\, 1950-",,,Books,887367070,English,,"xx\, 205 p.\, 13 p. of plates",,"Westport\, CT : Meckler\, c1990.",LSF - Request for delivery to any Yale Library >>  GV863.29 A1 D657X 1990 (LC)|DELIM|3498899,,,The tropic of baseball,,"Baseball,History",Dominican Republic,,baseball in the Dominican Republic,,,,
b1348978,b1348978,"Grow\, Nathaniel",,,Books,"978,025,203,819,802,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",English,,282 pages,,"Urbana : University of Illinois Press\, [2014]",Law Library >> KF3989 .G76X 2014 |DELIM|b13489781,,,Baseball on trial,,"United States,National League of Professional Baseball Clubs,Trials\, litigation\, etc,Baseball,Antitrust law,Professional sports contracts,Law and legislation,History",United States,,the origin of baseball's antitrust exemption,,,,
5292928,5292928,"Bartlett\, Arthur C. (Arthur Charles)\, 1901-1964",,,Books,,English,,295 pages,,"New York\, Farrar\, Straus and Young [©1951]",LSF - Request for delivery to any Yale Library >>  NLj17 Sp18 951B|DELIM|5757490,,,Baseball and Mr. Spalding,,"Spalding\, A. G. (Albert Goodwill),A.G. Spalding & Bros,Baseball,History",,,the history and romance of baseball,,,,
12427115,12427115,"Grow\, Nathaniel",,,"Books,Online",9.78025E+12,English,Access restricted by licensing agreement.,1 online resource (297 pages),,"Urbana\, [Illinois] : University of Illinois Press\, 2014.,©2014",Yale Internet Resource >> Online Resource|DELIM|12577474,,,Baseball on trial,,"United States,National League of Professional Baseball Clubs,Antitrust law,Professional sports contracts,History",United States,,the origin of baseball's antitrust exemption,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10901922,
7186679,7186679,"Smith\, Myron J.",,,Books,"7,864,153,120,786,420,000",English,,"4 v. (x\, 1718 p.)",,"Jefferson\, N.C. : McFarland & Company\, Inc.\, Publishers\, c2006.",LSF - Request for delivery to any Yale Library >>  Z7514.B3 S64X 2006 (LC)|DELIM|7715572,,,The baseball bibliography,,Baseball,"United States,Canada",,,,,,
7944744,7944744,"Ruck\, Rob\, 1950-",,,Books,"8,032,897,829,780,800,000,000",English,,"xx\, 217 p.",,"Lincoln : University of Nebraska Press\, [1999]","Bass Library\, Stacks >>  GV863.29 A1 D657X 1999|DELIM|8381891",,,The tropic of baseball,,"Baseball,History",Dominican Republic,,baseball in the Dominican Republic,,,"Contributor biographical information~|Z|~http://www.loc.gov/catdir/enhancements/fy0709/98045479-b.html,Publisher description~|Z|~http://www.loc.gov/catdir/enhancements/fy0709/98045479-d.html",
3702742,3702742,"Henderson\, Robert W. (Robert William)\, b. 1888",,,Books,,English,,15 p.,,"New York\, The New York public library\, 1939.",LSF - Request for delivery to any Yale Library >>  NLj20 1 1939|DELIM|4052354,,,Baseball and rounders,,Baseball,,,,,,,
5370451,5370451,"Wallop\, Douglass\, 1920-1985",,,Books,,English,,263 p.,,"New York : Norton\, [1969]",LSF - Request for delivery to any Yale Library >>  rn 20jf|DELIM|5841039,,,Baseball; an informal history,,"Baseball,History",,,,,,,
717400,717400,"Voigt\, David Quentin",,,Books,271004347,English,,402 p.,,"University Park : Pennsylvania State University Press\, c1987.","SML\, Stacks\, LC Classification >>  GV863 A1 V654 1987 (LC)+ Oversize|DELIM|821600",,,"Baseball\, an illustrated history",,"Baseball,History",United States,,,,,,
3206840,3206840,"Sheed\, Wilfrid",,,Books,60165316,English,,"vi\, 298 p.",,"New York\, NY : HarperCollins Publishers\, c1991.","SML\, Stacks\, LC Classification >>  GV863 A1 S54X 1991 (LC)|DELIM|3519907",,,Baseball and lesser sports,,"Baseball,Sports",United States,,,,,,
6461467,6461467,"Cusic\, Don",,,Books,"8,797,285,740,879,720,000",English,,"vi\, 182 p.",,"Madison\, Wis. ; London : University of Wisconsin Press/Popular Press\, c2003.",LSF - Request for delivery to any Yale Library >>  GV867.64 .C87X 2003 (LC)|DELIM|7105217,,,Baseball and country music,,"Baseball,Country music,Popular culture,Social aspects,History",United States,,,,,,
2402594,2402594,,,,Journals & Newspapers,,English,,v.,,"Saint Louis\, C.C. Spink & Son.",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj28 B29|DELIM|2671778,,,Baseball record book .,,Baseball,,,,,,,
9727972,9727972,"Mandel\, Mike",,,Images,,English,,135 cards,,"Berkeley\, Calif. : Mike Roberts\, 1975.",BEINECKE (Non-Circulating) >>  GEN MSS 763|DELIM|10066287,,,Baseball photographer trading cards,,"Adams\, Ansel\, 1902-1984,Alinder\, James,Allen\, Harold\, 1912-1998,Alvarez Bravo\, Manuel\, 1902-2002,Anderson\, James Cletus\, 1943-,Arnold\, Bill\, 1941-,Bailey\, Oscar\, 1925-,Baltz\, Lewis\, 1945-,Bar-Am\, Micha,Barrow\, Thomas F.,Becotte\, Michael,Benson\, John,Bishop\, Michael\, 1946-,Blumberg\, Donald\, 1935-,Brooks\, Ellen,Bullock\, Wynn,Bunnell\, Peter C.,Callahan\, Harry M.,Capa\, Cornell,Chiarenza\, Carl,Coke\, Van Deren\, 1921-2004,Coleman\, A. D.,Connor\, Linda\, 1944-,Cowin\, Eileen,Crane\, Arnold H.,Crane\, Barbara\, 1928-,Cumming\, Robert\, 1943-,Cunningham\, Imogen\, 1883-1976,Curran\, Darryl\, 1935-,Dater\, Judy,Deal\, Joe\, 1947-2010,DeCock-Morgan\, Liliane,Deschin\, Jacob,Divola\, John,Doherty\, Robert J.\, 1924-,Dow\, Jim\, 1942-,Drowty\, Don,Edwards\, William D.\, 1944-,Eggleston\, William\, 1939-,Erwitt\, Elliott,Fichter\, Robert\, 1939-,Flick\, Robbert,Freed\, Leonard,Freund\, David,Gassan\, Arnold,Gilpin\, Laura,Gittleman\, Len,Gowin\, Emmet\, 1941-,Gowland\, Peter,Hahn\, Betty\, 1940-,Hajicek\, James\, 1947-,Hearne\, Dennis,Heinecken\, Robert\, 1931-2006,Heron\, Reg,Hlobeczy\, Nicholas,Hyde\, Scott\, 1926-,Jachna\, Joseph D.,Jansen\, Catherine,Jenkins\, William,Jones\, Harold\, 1940-,Josephson\, Kenneth\, 1932-,Kayafas\, Gus,Kowal\, Cal\, 1944-,Krims\, Leslie,Larson\, William,Link\, Richard\, 1942-,Lyons\, Joan\, 1937-,Lyons\, Nathan,Mandel\, Mike,Mann\, Margery,Mayer\, Grace M.,Mayes\, Elaine,McDarrah\, Fred W.\, 1926-2007,McMillan\, Jerry\, 1936-,Mertin\, Roger\, 1942-,Metz\, Gary,Meyerowitz\, Joel\, 1938-,Michals\, Duane,Morgan\, Barbara Brooks\, 1900-1992,Neimanas\, Joyce,Nettles\, Bea\, 1946-,Newhall\, Beaumont\, 1908-1993,Newman\, Arnold\, 1918-2006,Noggle\, Anne\, 1922-,Nowinski\, Ira,Owens\, Bill,Pajunen\, Timo Tauno,Parker\, Bart,Parker\, William E. (William Edward)\, 1932-,Parry\, Linda,Perkis\, Philip,Pinnell\, Paige,Porett\, Thomas\, 1942-,Power\, Mark\, 1937-,Pressma\, C. J.,Prince\, Doug\, 1943-,Rice\, Lee,Roitz\, Charles J.\, 1935-,Rubinstein\, Eva,Ruscha\, Edward,Savage\, Naomi\, 1927-,Schulze\, John\, 1915-,Siegel\, Arthur S.,Sievers\, Ed,Simon\, Michael\, 1936-,Sinsabaugh\, Art\, 1924-,Siskind\, Aaron,Slavin\, Neal,Smith\, Henry Holmes,Sommer\, Frederick\, 1905-1999,Sonneman\, Eve,Stewart\, J. Douglas (John Douglas)\, 1931-,Sultan\, Larry,Suntop\, Lionel,Swedlund\, Charles,Sweetman\, Alex,Szarkowski\, John,Teske\, Edmund\, 1911-1996,Tress\, Arthur,Tucker\, Anne,Uelsmann\, Jerry\, 1934-,Uzzle\, Burk,Vanderbilt\, Paul,Von Sternberg\, Robert E.,Walker\, Melanie J.,Walker\, Ron\, 1946-,Walker\, Todd,Welpott\, Jack\, 1923-,West\, Edward\, 1949-,White\, Minor,Winningham\, Geoff,Witkin\, Lee D.,Woolpert\, Alison,Yeager\, Bunny,Baseball cards,Documentary photography,Photographers",United States,,,,,,
1173249,1173249,"Robinson\, Jackie\, 1919-1972",,,Books,,English,,216 p.,,"Philadelphia\, Lippincott [1964]",BEINECKE (Non-Circulating) >>  JWJ Zan R564 964B|DELIM|1309081,,,Baseball has done it,,"African American athletes,Race discrimination,Race relations",United States,,,,,,
b1270858,b1270858,"Banner\, Stuart\, 1963-",,,Books,"97,801,999,302,960,100,000,000",English,,"xv\, 283 p.",,"Oxford [UK] ; New York\, NY : Oxford University Press\, c2013.",Law Library >> KF3989 .B36 2013 |DELIM|b12708586,,,The baseball trust,,"Baseball,Antitrust law,Law and legislation",United States,,a history of baseball's antitrust exemption,,,,
7207136,7207136,,,,Books,786426187,English,,"vii\, 200 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2006.","SML\, Stacks\, LC Classification >>  PS169.B36 B376X 2006|DELIM|7733528",,,Baseball/literature/culture,,"American literature,Baseball in literature,Baseball stories\, American,Baseball,History and criticism",United States,,"essays\, 2004-2005",,,,
8187921,8187921,,,,Books,"97,807,864,368,040,700,000,000",English,,"vii\, 202 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2008.","SML\, Stacks\, LC Classification >>  PS169.B36 B3763X 2008|DELIM|8589548",,,Baseball/literature/culture,,"American literature,Baseball in literature,Baseball stories\, American,Baseball,History and criticism",United States,,"essays\, 2006-2007",,,,
12340191,12340191,,,,"Books,Online",,English,Access restricted by licensing agreement.,"vii\, 235 p.",,"Jefferson\, NC : McFarland & Co.\, 2010.",Yale Internet Resource >> Online Resource|DELIM|12501607,,,Baseball/literature/culture,,"American literature,Baseball in literature,Baseball stories\, American,Baseball,History and criticism",United States,,"essays\, 2008-2009",,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10373657,
12552575,12552575,"Banner\, Stuart\, 1963-",,,"Books,Online",9.78019E+12,English,Access restricted by licensing agreement.,"1 online resource (xv\, 283 p.)",,"New York : Oxford University Press\, c2013.",Yale Internet Resource >> Online Resource|DELIM|12678530,,,The baseball trust,,"Baseball,Antitrust law,Professional sports contracts,Law and legislation,History",United States,,a history of baseball's antitrust exemption,,,Online book~|Z|~http://dx.doi.org/10.1093/acprof:osobl/9780199930296.001.0001,
11712005,11712005,,,,Books,,English,,[2] p.,,"New York : National Baseball Centennial Commission\, [1939?]",LSF - Request for delivery to any Yale Library >>  Nlj20 1 1939|DELIM|11837108,,,The baseball centennial,,,,,a suggested address to your committee,,,,
12253441,12253441,"Grow\, Nathaniel",,,"Books,Online","2,520,959,959,780,250,000,000",English,Access restricted by licensing agreement.,1 online resource (pages cm),,"Urbana : University of Illinois Press\, [2014] (Baltimore\, Md. : Project MUSE\, 2014)",Yale Internet Resource >> Online Resource|DELIM|12424230,,,Baseball on trial,,"United States,National League of Professional Baseball Clubs,Antitrust law,Baseball,Professional sports contracts,History,Law and legislation",United States,,the origin of baseball's antitrust exemption,,,Online book~|Z|~http://muse.jhu.edu/books/9780252095993,
6578100,6578100,"Rubin\, Sam\, 1973-",,,Books,738511781,English,,128 p.,,"Charleston\, SC : Arcadia\, c2003.","Bass Library\, Stacks >>  GV863.C82 N48 2003 (LC)|DELIM|7201063,SML\, Manuscripts and Archives (Non-Circulating) >> |DELIM|7315232,Bass Library\, Stacks >>  GV863.C82 N48 2003 (LC)|DELIM|9990032",,,Baseball in New Haven,,"Minor league baseball,Baseball,History","Connecticut,New Haven",,,,,,
5520309,5520309,National Baseball Hall of Fame and Museum,,,Books,,English,,32 p.,,"Cooperstown\, N.Y.\, National baseball museum\, c1942.",LSF - Request for delivery to any Yale Library >>  NLj20 1 1942|DELIM|6005995,,,"National baseball museum\, inc",,,,,Hall of fame,,,,
6594160,6594160,"Hye\, Allen E.",,,Books,865549397,English,,192 p.,,"Macon\, Ga. : Mercer University Press\, 2004.","SML\, Stacks\, LC Classification >>  PS169.B36 H94 2004|DELIM|7214389",,,The great god Baseball,,"Baseball stories\, American,American fiction,Religion and literature,Religion in literature,Baseball in literature,History and criticism,History",,,religion in modern baseball fiction,,,,
2488992,2488992,"Meany\, Tom (Thomas)",,,Books,,English,,"ix\, 278 p.",,"New York\, Barnes\, [c1950]",LSF - Request for delivery to any Yale Library >>  WB 41318|DELIM|2761752,,,Baseball's greatest hitters,,Baseball,,,,,,,
2111928,2111928,"Ellard\, Harry\, d. 1913",,,Books,,English,,249 p.,,"Cincinnati\, Ohio [Press of Johnson & Hardin] 1907.",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj16 907e|DELIM|2370425,,,Baseball in Cincinnati,,Baseball,"Ohio,Cincinnati",,a history,,,,
